13A172,0.053511109,1268.22,0,NO,38.667059584,-4,-10,-46.57669825,38,40,1.4145008301,CIUDAD REAL,PUERTOLLANO
13A173,0.02439158,1257.85,0,NO,38.665058682,-4,-12,-11.78206923,38,39,54.211253426,CIUDAD REAL,PUERTOLLANO
13A174,0.026954098,1272.15,0,NO,38.756558441,-4,-4,-33.69195684,38,45,23.610388502,CIUDAD REAL,ARGAMASILLA DE CALATRAVA
13A175,0.031088776,1288.92,0,NO,38.775576143,-4,-4,-14.38506192,38,46,32.074114272,CIUDAD REAL,ARGAMASILLA DE CALATRAVA
13A176,0.024542907,1258.63,0,NO,38.666169933,-4,-10,-37.87207693,38,39,58.211758836,CIUDAD REAL,PUERTOLLANO
13A177,0.04329533,1243.66,0,NO,38.737559054,-3,-59,-35.37958631,38,44,15.212596199,CIUDAD REAL,ARGAMASILLA DE CALATRAVA
13A178,0.024170304,1255.59,0,NO,38.739229184,-4,-1,-30.74667394,38,44,21.225062476,CIUDAD REAL,ARGAMASILLA DE CALATRAVA
13A179,0.082880504,1314.59,0,YES,38.733669691,-4,-5,-7.219495088,38,44,1.2108892818,CIUDAD REAL,ARGAMASILLA DE CALATRAVA
13A180,0.020724361,1238.06,0,NO,38.730749569,-4,-5,-1.606737216,38,43,50.698448544,CIUDAD REAL,ARGAMASILLA DE CALATRAVA
13A181,0.024320292,1256.37,0,NO,38.513926186,-4,-26,-24.04062262,38,30,50.134268851,CIUDAD REAL,ALMODOVAR DEL CAMPO
13A210,0.021753366,1244.81,0,NO,38.70539988,-4,-7,-36.66694387,38,42,19.439566763,CIUDAD REAL,ALMODOVAR DEL CAMPO
13A437,0.107855784,108,20,NO,39.262794642,-3,-55,-57.36347201,39,15,46.060712671,CIUDAD REAL,FUENTE EL FRESNO
13A438,0.02118305,1239.86,20,NO,39.276638888,-3,-55,-36.40535586,39,16,35.899997741,CIUDAD REAL,FUENTE EL FRESNO
13A439,0.034308671,1293.52,25,NO,39.274115175,-3,-57,-53.88278585,39,16,26.814631602,CIUDAD REAL,FUENTE EL FRESNO
13A440,0.029634427,1276.4,50,NO,39.24718012,-3,-56,-55.52342138,39,14,49.848431416,CIUDAD REAL,MALAGON
13A441,0.024988262,1259.52,0,NO,39.248920326,-3,-58,-5.961091029,39,14,56.11317414,CIUDAD REAL,MALAGON
13A442,0.027837035,1274.98,20,NO,39.257495777,-4,0,-35.06565457,39,15,26.984796238,CIUDAD REAL,MALAGON
13A443,0.02390801,1254.75,0,NO,39.265597647,-4,-3,-34.59563131,39,15,56.151530734,CIUDAD REAL,MALAGON
13A444,0.067059396,1299.95,0,YES,39.270231296,-4,-4,-2.316934338,39,16,12.832666345,CIUDAD REAL,MALAGON
13A445,0.020791236,1240.47,0,NO,39.177110274,-3,-50,-43.66731475,39,10,37.596988178,CIUDAD REAL,MALAGON
13A448,0.02577962,1264.04,0,NO,39.162183681,-3,-51,-49.62467785,39,9,43.861251958,CIUDAD REAL,MALAGON
13A452,0.025000209,1257.93,0,NO,39.210420047,-3,-37,-41.41084057,39,12,37.512167569,CIUDAD REAL,VILLARRUBIA DE LOS OJOS
13A453,0.028805347,1278.5,0,NO,39.048602977,-3,-40,-39.20365857,39,2,54.97071724,CIUDAD REAL,DAIMIEL
13A454,0.028255188,1280.53,0,NO,39.018523244,-3,-47,-4.77519586,39,1,6.6836783172,CIUDAD REAL,TORRALBA DE CALATRAVA
13A456,0.021804924,1244.83,0,NO,39.05807458,-3,-36,-7.955785174,39,3,29.06848718,CIUDAD REAL,DAIMIEL
13A457,0.020150828,1232.15,20,NO,39.133278778,-3,-54,-59.94234342,39,7,59.80360212,CIUDAD REAL,FERNAN CABALLERO
13A459,0.020539882,1235.38,0,NO,39.11254691,-3,-34,-32.65800646,39,6,45.168876746,CIUDAD REAL,DAIMIEL
13A461,0.032123212,1288.9,20,NO,39.122583321,-3,-48,-49.93209051,39,7,21.299955749,CIUDAD REAL,TORRALBA DE CALATRAVA
13A463,0.0359684,144,0,NO,39.216343013,-3,-37,-23.40178349,39,12,58.834846503,CIUDAD REAL,VILLARRUBIA DE LOS OJOS
13A464,0.059749652,1286.62,20,NO,39.158804225,-3,-51,-53.55507945,39,9,31.695210515,CIUDAD REAL,MALAGON
13A466,0.023423963,1250.36,0,NO,39.080816144,-3,-35,-42.88236952,39,4,50.938118499,CIUDAD REAL,DAIMIEL
13A467,0.027901244,1278.11,0,NO,39.065336941,-3,-37,-45.69015695,39,3,55.212987202,CIUDAD REAL,DAIMIEL
