MTTO. MADRID CAPITAL,28CBI8,-3.53488,40.4219,MADRID,SAN FERNANDO DE HENARES
MTTO. MADRID PROVINCIA,28CDG9,-3.48566,40.1056,MADRID,VILLACONEJOS
MTTO. SEGOVIA,40C953,-4.18589,40.7113,SEGOVIA,ESPINAR EL
MTTO. MADRID CAPITAL,28SJ95,-3.69593,40.4254,MADRID,MADRID
MTTO. MADRID CAPITAL,28SD64,-3.67516,40.4584,MADRID,MADRID
MTTO. MADRID CAPITAL,28SJ08,-3.70906,40.4239,MADRID,MADRID
MTTO. MADRID CAPITAL,28S757,-3.66548,40.3925,MADRID,MADRID
MTTO. MADRID CAPITAL,28SH93,-3.71038,40.4123,MADRID,MADRID
MTTO. MADRID CAPITAL,28CC54,-3.59614,40.4575,MADRID,MADRID
MTTO. MADRID CAPITAL,28SA66,-3.70326,40.4464,MADRID,MADRID
MTTO. MADRID CAPITAL,28CBJ4,-3.53282,40.4223,MADRID,SAN FERNANDO DE HENARES
MTTO. MADRID CAPITAL,28SJ57,-3.70715,40.4224,MADRID,MADRID
MTTO. MADRID PROVINCIA,28CQZ7,-3.48893,40.3779,MADRID,MEJORADA DEL CAMPO
MTTO. MADRID CAPITAL,28S808,-3.67082,40.4224,MADRID,MADRID
MTTO. MADRID CAPITAL,28SP98,-3.66444,40.4292,MADRID,MADRID
MTTO. MADRID CAPITAL,28SJ53,-3.70214,40.4242,MADRID,MADRID
MTTO. MADRID CAPITAL,28CC85,-3.69068,40.3536,MADRID,MADRID
MTTO. MADRID CAPITAL,28SP90,-3.66685,40.4254,MADRID,MADRID
MTTO. MADRID CAPITAL,28SL07,-3.67829,40.4032,MADRID,MADRID
MTTO. VIGO,36C859,-8.71862,42.2324,PONTEVEDRA,VIGO
MTTO. MADRID CAPITAL,28SN07,-3.67172,40.4435,MADRID,MADRID
MTTO. MADRID CAPITAL,28SP85,-3.66512,40.4251,MADRID,MADRID
MTTO. ILLESCAS,45CJ34,-4.39236,40.2291,TOLEDO,ALMOROX
MTTO. MADRID CAPITAL,28SP87,-3.66636,40.4256,MADRID,MADRID
MTTO. MADRID CAPITAL,28SG96,-3.69491,40.398,MADRID,MADRID
MTTO. SEGOVIA,40C470,-4.11353,40.9466,SEGOVIA,SEGOVIA
MTTO. MADRID PROVINCIA,28CAT0,-3.43916,40.2972,MADRID,ARGANDA DEL REY
MTTO. MADRID CAPITAL,28S696,-3.66276,40.3947,MADRID,MADRID
MTTO. MADRID CAPITAL,28SA49,-3.69752,40.4539,MADRID,MADRID
MTTO. MADRID CAPITAL,28SP92,-3.67714,40.4266,MADRID,MADRID
MTTO. CIUDAD REAL,13C837,-3.92379,38.992,CIUDAD REAL,CIUDAD REAL
MTTO. MADRID CAPITAL,28S828,-3.67224,40.3839,MADRID,MADRID
MTTO. MADRID CAPITAL,28CQ96,-3.61499,40.4053,MADRID,MADRID
MTTO. VIGO,36S407,-8.69831,42.2479,PONTEVEDRA,VIGO
MTTO. MADRID CAPITAL,28SH60,-3.72512,40.4129,MADRID,MADRID
MTTO. OCANYA,45C353,-3.46908,39.7885,TOLEDO,GUARDIA LA
MTTO. MADRID CAPITAL,28C846,-3.60523,40.408,MADRID,MADRID
MTTO. VALDEPENYAS,13CH69,-3.57511,38.83,CIUDAD REAL,MORAL DE CALATRAVA
MTTO. ILLESCAS,45CL68,-3.85347,40.124,TOLEDO,ILLESCAS
MTTO. MADRID PROVINCIA,28CCH2,-3.35432,40.4881,MADRID,ALCALA DE HENARES
MTTO. MADRID CAPITAL,28SNQ2,-3.61267,40.4188,MADRID,MADRID
MTTO. VALDEPENYAS,13CEF6,-3.24354,38.9376,CIUDAD REAL,SOLANA LA
MTTO. SEGOVIA,40C469,-4.10556,40.9424,SEGOVIA,SEGOVIA
MTTO. MADRID CAPITAL,28CM84,-3.69056,40.3694,MADRID,MADRID
MTTO. MADRID CAPITAL,28SG33,-3.64592,40.4094,MADRID,MADRID
MTTO. MADRID CAPITAL,28SI81,-3.73711,40.4084,MADRID,MADRID
MTTO. ILLESCAS,45C314,-3.85747,40.0798,TOLEDO,NUMANCIA DE LA SAGRA
MTTO. MADRID CAPITAL,28C851,-3.58202,40.4504,MADRID,MADRID
MTTO. CIUDAD REAL,13C850,-3.93028,38.9903,CIUDAD REAL,CIUDAD REAL
MTTO. MADRID CAPITAL,28SC02,-3.64536,40.4426,MADRID,MADRID
MTTO. MADRID CAPITAL,28CF98,-3.64782,40.4041,MADRID,MADRID
MTTO. MADRID CAPITAL,28SD74,-3.67415,40.4569,MADRID,MADRID
MTTO. MADRID CAPITAL,28C007,-3.65705,40.3879,MADRID,MADRID
MTTO. VIGO,36C861,-8.71511,42.2334,PONTEVEDRA,VIGO
MTTO. MADRID CAPITAL,28CH10,-3.69793,40.3945,MADRID,MADRID
MTTO. MADRID CAPITAL,28S749,-3.66914,40.3964,MADRID,MADRID
MTTO. MADRID CAPITAL,28CD91,-3.65432,40.4728,MADRID,MADRID
MTTO. MADRID CAPITAL,28C369,-3.61781,40.4245,MADRID,MADRID
MTTO. MADRID CAPITAL,28SKWV,-3.70798,40.4217,MADRID,MADRID
MTTO. MADRID CAPITAL,28S649,-3.65771,40.4328,MADRID,MADRID
MTTO. MADRID CAPITAL,28SI27,-3.70638,40.4124,MADRID,MADRID
MTTO. MADRID CAPITAL,28CD84,-3.64855,40.4705,MADRID,MADRID
MTTO. MADRID PROVINCIA,28CLD9,-3.24909,40.3426,MADRID,VILLAR DEL OLMO
MTTO. MADRID PROVINCIA,28CHC9,-3.36778,40.408,MADRID,TORRES DE LA ALAMEDA
MTTO. MADRID CAPITAL,28S735,-3.66746,40.3829,MADRID,MADRID
MTTO. MADRID CAPITAL,28S630,-3.65215,40.426,MADRID,MADRID
MTTO. MADRID CAPITAL,28CH08,-3.69687,40.3914,MADRID,MADRID
MTTO. MADRID PROVINCIA,28SKYQ,-3.36598,40.4401,MADRID,VILLALBILLA
MTTO. MADRID CAPITAL,28CE11,-3.64564,40.4737,MADRID,MADRID
MTTO. MADRID PROVINCIA,28CGP5,-3.54551,40.3614,MADRID,RIVAS VACIAMADRID
MTTO. MADRID CAPITAL,28SN45,-3.67043,40.4428,MADRID,MADRID
MTTO. MADRID CAPITAL,28CI77,-3.73456,40.4111,MADRID,MADRID
MTTO. MADRID CAPITAL,28S042,-3.65384,40.3782,MADRID,MADRID
MTTO. MADRID CAPITAL,28CH47,-3.72833,40.4134,MADRID,MADRID
MTTO. MADRID PROVINCIA,28CCI4,-3.34403,40.4836,MADRID,ALCALA DE HENARES
MTTO. MADRID CAPITAL,28CN70,-3.65787,40.451,MADRID,MADRID
MTTO. MADRID CAPITAL,28SR72,-3.66026,40.3926,MADRID,MADRID
MTTO. SEGOVIA,40CH09,-4.11593,40.9396,SEGOVIA,SEGOVIA
MTTO. MADRID CAPITAL,28C074,-3.65889,40.3974,MADRID,MADRID
MTTO. GUADALAJARA,19CJ92,-3.15511,40.5985,GUADALAJARA,GUADALAJARA
MTTO. MADRID CAPITAL,28SI71,-3.7317,40.4075,MADRID,MADRID
MTTO. GUADALAJARA,19C570,-2.46399,41.0335,GUADALAJARA,ALCOLEA DEL PINAR
MTTO. MADRID CAPITAL,28SG68,-3.63415,40.3999,MADRID,MADRID
MTTO. MADRID CAPITAL,28SNTT,-3.62089,40.4224,MADRID,MADRID
MTTO. MADRID CAPITAL,28S770,-3.66689,40.3866,MADRID,MADRID
MTTO. MADRID CAPITAL,28C354,-3.61191,40.4295,MADRID,MADRID
MTTO. MADRID CAPITAL,28CG62,-3.63625,40.3954,MADRID,MADRID
MTTO. MADRID CAPITAL,28S402,-3.61191,40.4468,MADRID,MADRID
MTTO. ILLESCAS,45CG56,-3.91065,40.1672,TOLEDO,CARRANQUE
MTTO. MADRID PROVINCIA,28CCZ1,-3.492,40.3952,MADRID,MEJORADA DEL CAMPO
MTTO. MADRID CAPITAL,28CBK7,-3.53529,40.4269,MADRID,SAN FERNANDO DE HENARES
MTTO. MADRID CAPITAL,28C078,-3.64726,40.3918,MADRID,MADRID
MTTO. MADRID CAPITAL,28SM00,-3.65212,40.4231,MADRID,MADRID
MTTO. MADRID CAPITAL,28C611,-3.6451,40.4328,MADRID,MADRID
MTTO. MADRID CAPITAL,28CE35,-3.66192,40.4749,MADRID,MADRID
MTTO. MADRID CAPITAL,28CU01,-3.69208,40.3597,MADRID,MADRID
MTTO. MADRID CAPITAL,28C833,-3.67382,40.3792,MADRID,MADRID
MTTO. ILLESCAS,45C309,-4.07807,40.0161,TOLEDO,CAMARENILLA
MTTO. VALDEPENYAS,13CCK1,-3.28855,39.1002,CIUDAD REAL,MANZANARES
MTTO. MADRID CAPITAL,28SK59,-3.69195,40.4297,MADRID,MADRID
MTTO. MADRID CAPITAL,28SE39,-3.65773,40.4776,MADRID,MADRID
MTTO. MADRID CAPITAL,28S713,-3.66999,40.3925,MADRID,MADRID
MTTO. MADRID CAPITAL,28CB77,-3.64264,40.4396,MADRID,MADRID
MTTO. MADRID CAPITAL,28SJ58,-3.70412,40.4224,MADRID,MADRID
MTTO. MADRID PROVINCIA,28CDN9,-3.26825,40.1679,MADRID,VILLAREJO DE SALVANES
MTTO. MADRID CAPITAL,28S724,-3.66504,40.3904,MADRID,MADRID
MTTO. MADRID CAPITAL,28CQ93,-3.61202,40.4102,MADRID,MADRID
MTTO. SEGOVIA,40CE51,-4.3115,41.4043,SEGOVIA,CUELLAR
MTTO. SEGOVIA,40CF97,-4.1442,40.8571,SEGOVIA,NAVAS DE RIOFRIO
MTTO. MADRID CAPITAL,28S113,-3.64092,40.3849,MADRID,MADRID
MTTO. SEGOVIA,40C951,-4.18649,40.7126,SEGOVIA,ESPINAR EL
MTTO. MADRID CAPITAL,28S416,-3.61306,40.4436,MADRID,MADRID
MTTO. MADRID PROVINCIA,28CEG4,-3.47636,40.316,MADRID,ARGANDA DEL REY
MTTO. MADRID CAPITAL,28S986,-3.69829,40.4464,MADRID,MADRID
MTTO. GUADALAJARA,19C036,-3.16003,40.6229,GUADALAJARA,GUADALAJARA
MTTO. MADRID CAPITAL,28SA43,-3.69548,40.4547,MADRID,MADRID
MTTO. MADRID CAPITAL,28CN72,-3.65516,40.4496,MADRID,MADRID
MTTO. MADRID CAPITAL,28SI82,-3.73808,40.4094,MADRID,MADRID
MTTO. MADRID CAPITAL,28C635,-3.64841,40.4307,MADRID,MADRID
MTTO. MADRID CAPITAL,28S114,-3.64122,40.3834,MADRID,MADRID
MTTO. ALCAZAR DE S. JUAN,13CK19,-3.12924,39.4049,CIUDAD REAL,CAMPO DE CRIPTANA
MTTO. MADRID CAPITAL,28C666,-3.65582,40.4265,MADRID,MADRID
MTTO. MADRID PROVINCIA,28SNYN,-3.4851,40.367,MADRID,VELILLA DE SAN ANTONIO
MTTO. ORENSE,32S823,-7.86452,42.3414,OURENSE,OURENSE
MTTO. MADRID CAPITAL,28SA50,-3.69856,40.4538,MADRID,MADRID
MTTO. SEGOVIA,40CB21,-4.09411,40.963,SEGOVIA,LASTRILLA LA
MTTO. MADRID PROVINCIA,28CDD1,-3.48454,40.373,MADRID,VELILLA DE SAN ANTONIO
MTTO. MADRID CAPITAL,28SDJC,-3.6907,40.3488,MADRID,MADRID
MTTO. MADRID CAPITAL,28CC31,-3.65212,40.4418,MADRID,MADRID
MTTO. MADRID CAPITAL,28S094,-3.65426,40.4013,MADRID,MADRID
MTTO. MADRID CAPITAL,28C056,-3.64402,40.3899,MADRID,MADRID
MTTO. MADRID PROVINCIA,28CAP4,-3.43612,40.2991,MADRID,ARGANDA DEL REY
MTTO. MADRID CAPITAL,28CX45,-3.69245,40.3546,MADRID,MADRID
MTTO. MADRID CAPITAL,28SI96,-3.70579,40.4322,MADRID,MADRID
MTTO. MADRID CAPITAL,28S984,-3.69645,40.4475,MADRID,MADRID
MTTO. OCANYA,45C876,-3.86709,39.5769,TOLEDO,YEBENES LOS
MTTO. MADRID CAPITAL,28S824,-3.6678,40.3732,MADRID,MADRID
MTTO. MADRID CAPITAL,28CQ94,-3.61044,40.4084,MADRID,MADRID
