CABANYAS DE POLENDOS,SEGOVIA,-4.111725,41.0465,2,0,0
CABANYAS DE YEPES,TOLEDO,-3.5331325,39.889925,4,0,0
CABANYAS RARAS,LEON,-6.62094454545455,42.6167227272727,22,0,0
CABEZAMESADA,TOLEDO,-3.10219142857143,39.8149,7,0,0
CABEZARADOS,CIUDAD REAL,-4.29734,38.8431,3,0,0
CABEZARRUBIAS DEL PUERTO,CIUDAD REAL,-4.1935225,38.6141125,8,0,0
CABRILLANES,LEON,-6.102675,42.95965,2,0,0
CACABELOS,LEON,-6.72666,42.6056452380952,42,0,0
CALABAZAS DE FUENTIDUENYA,SEGOVIA,-4.00975,41.4434,1,0,0
CALDAS DE REIS,PONTEVEDRA,-8.65517759036145,42.6024253012048,83,0,0
CALVOS DE RANDIN,OURENSE,-7.86572,41.9415227272727,22,0,0
CALZADA DE CALATRAVA,CIUDAD REAL,-3.75839864864865,38.6772081081081,74,0,0
CALZADILLA DE TERA,ZAMORA,-6.09125,41.98105,2,0,0
CAMARENA,TOLEDO,-4.11685903225807,40.0924032258065,62,0,0
CAMARENILLA,TOLEDO,-4.068945,40.0168333333333,6,0,0
CAMARINYAS,A CORUNYA,-9.15970444444445,43.1372333333333,27,0,0
CAMARZANA DE TERA,ZAMORA,-6.048525,42.01795,2,0,0
CAMBADOS,PONTEVEDRA,-8.80132326315789,42.5138115789473,95,0,0
CAMBRE,A CORUNYA,-8.33608974522293,43.2951522292994,157,0,0
CAMPILLO DE DUENYAS,GUADALAJARA,-1.68448,40.8847,1,0,0
CAMPILLOS PARAVIENTOS,CUENCA,-1.54481,39.9737,1,0,0
CAMPILLOS SIERRA,CUENCA,-1.69791,40.0993,1,0,0
CAMPO DE CRIPTANA,CIUDAD REAL,-3.10956026548673,39.3818982300885,113,0,0
CAMPO DE SAN PEDRO,SEGOVIA,-3.54541428571429,41.4363142857143,7,0,0
CAMPO LAMEIRO,PONTEVEDRA,-8.5402965625,42.538603125,32,0,0
CAMPO REAL,MADRID,-3.37818442307692,40.3366538461538,52,0,0
CAMPONARAYA,LEON,-6.66915543859649,42.5759,57,0,0
CAMPOS DEL PARAISO,CUENCA,-2.64800666666667,40.0573333333333,3,0,0
CAMUNYAS,TOLEDO,-3.469705,39.4263214285714,14,0,0
CANALEJAS DEL ARROYO,CUENCA,-2.493015,40.36865,2,0,0
CANDIN,LEON,-6.73800416666667,42.825175,12,0,0
CANGAS,PONTEVEDRA,-8.79433264367817,42.2684045977012,174,0,0
CANREDONDO,GUADALAJARA,-2.49318,40.8133,1,0,0
CANTALEJO,SEGOVIA,-3.92377904761905,41.2588142857143,21,0,0
CANTIMPALOS,SEGOVIA,-4.15915043478261,41.0737739130435,23,0,0
CANYADA DE CALATRAVA,CIUDAD REAL,-4.012555,38.8521,2,0,0
CANYAMARES,CUENCA,-2.234915,40.45395,2,0,0
CANYAVERAS,CUENCA,-2.394015,40.35675,2,0,0
CANYAVERUELAS,CUENCA,-2.63609,40.3987,1,0,0
CANYETE,CUENCA,-1.64101142857143,40.0468,7,0,0
CANYIZA A,PONTEVEDRA,-8.28361395061728,42.1983222222222,81,0,0
CAPELA A,A CORUNYA,-8.05520357142857,43.4318928571429,14,0,0
CARABANYA,MADRID,-3.23886285714286,40.2554952380952,21,0,0
CARACUEL DE CALATRAVA,CIUDAD REAL,-4.06251333333333,38.8442,3,0,0
CARBALLEDA DE AVIA,OURENSE,-8.17945272727273,42.3295409090909,22,0,0
CARBALLEDA DE VALDEORRAS,OURENSE,-6.87169142857143,42.3868607142857,28,0,0
CARBALLEDO,LUGO,-7.80231290322581,42.5198516129032,62,0,0
CARBALLINYO O,OURENSE,-8.07568037383178,42.4330205607477,107,0,0
CARBALLO,A CORUNYA,-8.68234845454545,43.218535,220,0,0
CARBONERO EL MAYOR,SEGOVIA,-4.27001478260869,41.1226391304348,23,0,0
CARINYO,A CORUNYA,-7.87671322580645,43.7300967741935,31,0,0
CARNOTA,A CORUNYA,-9.1054084,42.836974,50,0,0
CARPIO DE TAJO EL,TOLEDO,-4.45223,39.8539,1,0,0
CARRACEDELO,LEON,-6.72920203389831,42.5519322033898,59,0,0
CARRAL,A CORUNYA,-8.35509038961039,43.2248779220779,77,0,0
CARRANQUE,TOLEDO,-3.90420403508772,40.1707701754386,57,0,0
CARRASCAL DEL RIO,SEGOVIA,-3.89183,41.3558,4,0,0
CARRION DE CALATRAVA,CIUDAD REAL,-3.8263976,39.01682,50,0,0
CARRIZO,LEON,-5.83592137931034,42.5787103448276,29,0,0
CARRIZOSA,CIUDAD REAL,-2.98525875,38.8404375,8,0,0
CARROCERA,LEON,-5.76595647058824,42.7841647058823,17,0,0
CARTELLE,OURENSE,-8.02871981132075,42.2338773584906,53,0,0
CARUCEDO,LEON,-6.79135,42.4900769230769,13,0,0
CASARRUBIOS DEL MONTE,TOLEDO,-4.04543067961165,40.2024310679612,103,0,0
CASAS DE GARCIMOLINA,CUENCA,-1.41831,39.9976,1,0,0
CASLA,SEGOVIA,-3.65831,41.16525,2,0,0
CASPUENYAS,GUADALAJARA,-2.97661,40.69535,6,0,0
CASTEJON,CUENCA,-2.52191333333333,40.38,3,0,0
CASTELLAR DE LA MUELA,GUADALAJARA,-1.76025,40.8179,1,0,0
CASTILFORTE,GUADALAJARA,-2.44851,40.5581,2,0,0
CASTILLEJO DE MESLEON,SEGOVIA,-3.57116,41.27495,6,0,0
CASTILLEJO SIERRA,CUENCA,-2.13956,40.3741,1,0,0
CASTILLO ALBARANYEZ,CUENCA,-2.39334,40.2985,1,0,0
CASTILNUEVO,GUADALAJARA,-1.85912,40.8137,1,0,0
CASTRELO DE MINYO,OURENSE,-8.06374821428571,42.2977428571429,28,0,0
CASTRELO DO VAL,OURENSE,-7.379307,42.01473,20,0,0
CASTRILLO DE CABRERA,LEON,-6.54387,42.3332875,8,0,0
CASTRILLO DE LA VALDUERNA,LEON,-6.137855,42.322975,4,0,0
CASTRO CALDELAS,OURENSE,-7.40045607142857,42.3720285714286,28,0,0
CASTRO DE FUENTIDUENYA,SEGOVIA,-3.85641,41.4186,1,0,0
CASTROCALBON,LEON,-5.99648888888889,42.1957,9,0,0
CASTROCONTRIGO,LEON,-6.172166,42.20432,5,0,0
CASTROJIMENO,SEGOVIA,-3.84835,41.3956,1,0,0
CASTROPODAME,LEON,-6.44353571428572,42.5942214285714,14,0,0
CASTROSERNA DE ABAJO,SEGOVIA,-3.73394,41.2074,1,0,0
CASTROSERRACIN,SEGOVIA,-3.8024,41.3943,1,0,0
CASTROVERDE,LUGO,-7.3381835,43.01338,60,0,0
CATOIRA,PONTEVEDRA,-8.72712782608696,42.6594391304348,23,0,0
CEBRONES DEL RIO,LEON,-5.8425,42.2597,9,0,0
CEDEIRA,A CORUNYA,-8.03107256756757,43.6603567567568,74,0,0
CEDILLO DE LA TORRE,SEGOVIA,-3.60601,41.4235,1,0,0
CEDILLO DEL CONDADO,TOLEDO,-3.92621818181818,40.1095218181818,55,0,0
CEE,A CORUNYA,-9.1909668,42.961684,75,0,0
CELANOVA,OURENSE,-7.96037726027397,42.1618191780822,73,0,0
CENLLE,OURENSE,-8.07809681818182,42.3386227272727,22,0,0
CENTENERA,GUADALAJARA,-3.055445,40.65145,4,0,0
CERCEDA,A CORUNYA,-8.4533740625,43.191534375,32,0,0
CERDEDO,PONTEVEDRA,-8.40193461538462,42.541817948718,39,0,0
CERDIDO,A CORUNYA,-7.96322625,43.6103125,16,0,0
CEREZO DE ABAJO,SEGOVIA,-3.59004625,41.215775,8,0,0
CEREZO DE ARRIBA,SEGOVIA,-3.4930875,41.211525,4,0,0
CERNADILLA,ZAMORA,-6.41435166666667,42.01135,6,0,0
CERVANTES,LUGO,-6.98712781818182,42.8326581818182,55,0,0
