28C084,0,909.375,1442.3,532.93
28C179,60,1455,1442.19,-12.81
28C186,0,1212.5,1441.96,229.46
28SJ66,0,661.3636364,1441.74,780.38
28CI89,0,454.6875,1441.17,986.48
28S829,0,427.9411765,1441.12,1013.18
28S544,0,269.4444444,1441.08,1171.63
45CK17,0,186.5384615,1440.99,1254.46
40C598,0,454.6875,1440.83,986.15
28SS40,0,661.3636364,1440.33,778.97
28SR71,0,661.3636364,1440.3,778.93
28S157,0,909.375,1440.24,530.86
28SXY8,0,606.25,1440.19,833.94
15CDT8,0,330.6818182,1440.17,1109.49
13C835,0,196.6216216,1440.05,1243.43
28CDL3,0,808.3333333,1440,631.67
28S095,0,404.1666667,1439.97,1035.8
28C332,0,727.5,1439.88,712.38
28S318,0,661.3636364,1439.42,778.06
28S452,0,661.3636364,1439.35,777.99
28C010,0,346.4285714,1439.26,1092.83
28C448,0,519.6428571,1439.18,919.54
28S087,0,661.3636364,1439.16,777.8
28C362,0,303.125,1438.97,1135.84
19SN13,0,279.8076923,1438.95,1159.15
28C462,0,404.1666667,1438.95,1034.78
28CLC4,0,1039.285714,1438.78,399.49
24S961,0,427.9411765,1438.71,1010.77
28SRB3,0,909.375,1438.32,528.95
28S101,0,661.3636364,1438.28,776.91
28C052,0,1039.285714,1438.17,398.89
28C085,0,909.375,1438.11,528.73
28CQ93,0,234.6774194,1437.87,1203.19
36C432,0,559.6153846,1437.76,878.15
28SG30,0,330.6818182,1437.74,1107.06
28S077,0,606.25,1437.74,831.49
28S158,0,727.5,1437.68,710.18
28C168,0,1212.5,1437.64,225.14
28CN55,0,427.9411765,1437.59,1009.65
28C736,20,1455,1437.38,-17.62
28C483,0,661.3636364,1437.1,775.74
28C783,0,1039.285714,1437.09,397.81
28CB96,0,269.4444444,1437.07,1167.63
15CDY9,0,606.25,1436.96,830.71
28CW70,0,1039.285714,1436.96,397.67
28S737,0,909.375,1436.8,527.42
28SH60,0,250.862069,1436.52,1185.65
28SC69,0,519.6428571,1436.46,916.82
28S107,0,454.6875,1436.41,981.72
28CS11,0,250.862069,1436.16,1185.3
28S035,0,808.3333333,1436.16,627.83
28SUZ0,0,808.3333333,1435.99,627.66
28S989,0,363.75,1435.91,1072.16
28CE43,0,404.1666667,1435.83,1031.66
28SD04,0,727.5,1435.74,708.24
28SP85,0,234.6774194,1435.46,1200.78
28C159,0,1039.285714,1435.4,396.11
28CC31,0,316.3043478,1435.23,1118.93
28SQ06,0,519.6428571,1435.14,915.5
28S226,0,661.3636364,1435.04,773.68
28S039,0,808.3333333,1434.96,626.63
28CG22,0,259.8214286,1434.63,1174.81
28SJA0,0,808.3333333,1434.53,626.2
28SWX6,0,909.375,1434.46,525.08
45CR43,0,382.8947368,1434.45,1051.55
28S066,0,661.3636364,1434.42,773.05
28CR43,0,1212.5,1434.4,221.9
28ST20,0,909.375,1434.31,524.94
28SK52,0,606.25,1434.02,827.77
28S091,0,363.75,1433.92,1070.17
28CV32,0,808.3333333,1433.92,625.58
28CKB8,0,1455,1433.79,-21.21
28SU31,0,1039.285714,1433.74,394.46
28S258,0,727.5,1433.69,706.19
28CIT5,100,1455,1433.69,-21.31
28SV66,0,727.5,1433.64,706.14
28SU61,0,606.25,1433.63,827.38
28SQ53,0,559.6153846,1433.62,874
28S733,0,727.5,1433.44,705.94
28SK78,0,330.6818182,1433.38,1102.7
28C192,0,661.3636364,1433.28,771.92
28CJJ0,0,1212.5,1433.15,220.65
28SSL4,0,519.6428571,1433.12,913.48
28C472,0,808.3333333,1433.06,624.72
28S079,0,808.3333333,1432.7,624.37
28S984,0,346.4285714,1432.51,1086.09
28SH62,0,427.9411765,1432.49,1004.55
28C170,300,1455,1432.29,-22.71
28CG12,0,404.1666667,1432.26,1028.09
28SQX8,150,1818.75,1432.19,-386.57
28C723,0,1212.5,1432.15,219.65
28S200,0,808.3333333,1432.09,623.76
15CCG6,0,363.75,1432.06,1068.31
24C674,0,519.6428571,1431.97,912.33
28S083,0,808.3333333,1431.91,623.58
28SI99,0,661.3636364,1431.9,770.54
28S034,0,808.3333333,1431.75,623.41
28SIJ5,0,909.375,1431.72,522.35
28S065,0,909.375,1431.68,522.3
28S615,0,346.4285714,1431.63,1085.2
24C680,0,382.8947368,1431.63,1048.73
28CSF4,0,1455,1431.62,-23.38
28S341,0,382.8947368,1431.58,1048.69
28SRC9,0,1039.285714,1431.58,392.29
28S081,0,808.3333333,1431.34,623.01
28SE15,0,559.6153846,1431.32,871.7
28CS58,0,1212.5,1431.25,218.75
28SP39,0,485,1431.21,946.21
28SU72,0,1039.285714,1430.95,391.67
28CW75,0,1039.285714,1430.95,391.67
28C363,0,454.6875,1430.93,976.24
28SP61,0,559.6153846,1430.9,871.28
28C604,0,427.9411765,1430.87,1002.93
28S045,0,808.3333333,1430.83,622.49
28C190,0,1039.285714,1430.81,391.52
28S805,0,330.6818182,1430.75,1100.07
36SRJ1,0,151.5625,1430.56,1279
28SKGY,0,1039.285714,1430.56,391.27
28CV55,0,909.375,1430.55,521.17
28SW16,0,1212.5,1430.55,218.05
28S228,0,727.5,1430.51,703.01
28SV85,0,1039.285714,1430.44,391.15
28CJ68,0,382.8947368,1430.43,1047.54
28SJ88,0,727.5,1430.34,702.84
28SP41,0,519.6428571,1430.28,910.64
28S373,0,606.25,1430.26,824.01
28CT41,0,404.1666667,1430.18,1026.01
28C687,0,661.3636364,1430.18,768.82
28S050,0,1039.285714,1429.73,390.45
28SW74,0,485,1429.6,944.6
28S108,0,909.375,1429.46,520.09
28ST27,0,382.8947368,1429.36,1046.47
28SJ67,0,559.6153846,1429.3,869.68
28S227,0,909.375,1429.21,519.84
28SE78,0,279.8076923,1429.2,1149.39
28CRE5,0,1818.75,1429.08,-389.67
28CD90,0,269.4444444,1429.06,1159.61
28CR67,0,519.6428571,1429.06,909.42
28CLMP,0,1818.75,1428.83,-389.92
28SWQ6,0,1039.285714,1428.8,389.51
28SLPG,0,909.375,1428.78,519.41
28SI03,0,291,1428.53,1137.53
28SG60,0,316.3043478,1428.44,1112.14
28CI67,0,316.3043478,1428.44,1112.13
28C177,100,1455,1428.42,-26.58
28S256,0,661.3636364,1428.29,766.92
28S997,0,808.3333333,1428.23,619.89
45CF91,0,213.9705882,1427.87,1213.89
15X555,0,7275,1427.87,-5847.13
28CR18,0,808.3333333,1427.82,619.49
28C834,0,485,1427.6,942.6
28CSK3,0,454.6875,1427.55,972.86
28SJQC,0,382.8947368,1427.49,1044.59
28SK33,0,727.5,1427.46,699.96
28C821,0,346.4285714,1427.38,1080.95
28S004,0,727.5,1427.31,699.81
28SA18,0,808.3333333,1427.28,618.94
15C469,0,559.6153846,1427.13,867.51
28S126,0,404.1666667,1427.01,1022.84
28S351,0,808.3333333,1427,618.67
28CIJ3,100,1818.75,1426.85,-391.9
28CTS8,0,1818.75,1426.85,-391.9
28S205,0,808.3333333,1426.84,618.51
28SB91,0,427.9411765,1426.74,998.8
28CJE0,0,519.6428571,1426.66,907.02
28C321,0,727.5,1426.61,699.11
28C197,150,1455,1426.61,-28.39
28C338,0,404.1666667,1426.51,1022.35
28C356,0,1455,1426.21,-28.79
28ST23,0,909.375,1426.17,516.79
28CJ24,0,1212.5,1426.1,213.6
28C191,60,1818.75,1426.05,-392.7
28SE72,0,485,1426.04,941.04
28S131,0,454.6875,1425.87,971.19
28CZ89,0,250.862069,1425.75,1174.88
28SI14,0,330.6818182,1425.74,1095.06
28SQ47,0,346.4285714,1425.73,1079.3
13CJ87,0,454.6875,1425.68,970.99
28SG85,0,485,1425.64,940.64
28SVMG,0,454.6875,1425.41,970.72
28SJK4,0,909.375,1425.41,516.03
28CZ37,0,279.8076923,1425.23,1145.43
28C294,0,404.1666667,1425.23,1021.07
28CR70,0,1039.285714,1425.2,385.91
28SU67,0,1039.285714,1425.2,385.91
28C183,300,1455,1425.19,-29.81
28CC70,300,1455,1425.19,-29.81
36SAF0,0,196.6216216,1425.15,1228.53
28SM43,0,808.3333333,1425.05,616.71
28S128,0,808.3333333,1425.02,616.69
28C846,0,250.862069,1424.93,1174.07
28S312,0,1039.285714,1424.93,385.64
28CIN2,0,1455,1424.92,-30.08
28CJW0,0,909.375,1424.9,515.52
28C006,0,519.6428571,1424.71,905.07
28C392,0,291,1424.66,1133.66
28SK30,0,661.3636364,1424.54,763.17
45C377,0,606.25,1424.52,818.27
28SKY3,0,606.25,1424.51,818.26
28CJW4,0,909.375,1424.46,515.08
28SUE8,0,1212.5,1424.39,211.89
28CE37,0,427.9411765,1424.28,996.34
28SI88,0,269.4444444,1424.23,1154.79
28S591,0,485,1424.18,939.18
28CL89,0,279.8076923,1424.17,1144.36
28SQ36,0,909.375,1424.13,514.76
45C004,0,606.25,1424.08,817.83
28CR04,0,454.6875,1423.99,969.3
15CQ90,0,661.3636364,1423.99,762.62
28S468,0,727.5,1423.89,696.39
28CL30,0,727.5,1423.86,696.36
36S896,0,808.3333333,1423.84,615.51
13CBA9,0,559.6153846,1423.67,864.05
28SJG3,0,909.375,1423.66,514.29
28CAW0,0,404.1666667,1423.61,1019.44
28SI02,0,363.75,1423.45,1059.7
28S018,0,808.3333333,1423.31,614.98
28SH13,0,727.5,1423.14,695.64
28SB62,0,808.3333333,1423.14,614.81
28SL37,0,559.6153846,1423.12,863.51
24CK19,0,316.3043478,1423.08,1106.78
28SU70,0,1039.285714,1423.04,383.75
28SR52,0,1039.285714,1423.02,383.74
28CLD9,0,213.9705882,1422.95,1208.98
28S257,0,727.5,1422.9,695.4
28CTR0,0,1455,1422.78,-32.22
13C850,0,259.8214286,1422.68,1162.86
28SG35,0,661.3636364,1422.65,761.29
28C832,0,330.6818182,1422.64,1091.96
28SD67,0,606.25,1422.64,816.39
36C867,0,330.6818182,1422.4,1091.72
28S694,0,485,1421.98,936.98
15C470,0,606.25,1421.86,815.61
28SH15,0,606.25,1421.75,815.5
28C161,0,1818.75,1421.73,-397.02
32A316,0,7275,1421.65,-5853.35
28SKY4,0,1039.285714,1421.61,382.32
28SJHT,0,1212.5,1421.5,209
28C438,0,661.3636364,1421.23,759.87
28SR48,0,454.6875,1421.21,966.52
28SQ10,0,213.9705882,1421.19,1207.22
13C418,0,606.25,1421.14,814.89
